,gene_ids,feature_types,genome,mt,chromosome,start,end,cnv_called,highly_variable,means,dispersions,dispersions_norm
ALG13,ENSG00000101901.11_4,Gene Expression,GRCh37_liftover_v28,False,chrX,111665811.0,111760649.0,False,False,0.31820990127114107,0.9998741968170981,-0.5447445
ASXL1,ENSG00000171456.17_4,Gene Expression,GRCh37_liftover_v28,False,chr20,32358330.0,32439319.0,True,False,0.3181758837357864,1.0911977369813906,-0.2580794
TMEM170A,ENSG00000166822.12_4,Gene Expression,GRCh37_liftover_v28,False,chr16,75443054.0,75465497.0,True,False,0.31813308047790806,1.0741502276680754,-0.31159163
OTUD5,ENSG00000068308.13_4,Gene Expression,GRCh37_liftover_v28,False,chrX,48922024.0,48958386.0,False,True,0.3181292577136113,1.4709989985249898,0.93411875
MAP4K1,ENSG00000104814.12_3,Gene Expression,GRCh37_liftover_v28,False,chr19,38587641.0,38618882.0,False,False,0.31811363265111736,1.2569548972710318,0.2622332
HIPK2,ENSG00000064393.15_3,Gene Expression,GRCh37_liftover_v28,False,chr7,139561570.0,139777998.0,True,False,0.3178678057208517,1.0901783126118634,-0.26127937
CREB1,ENSG00000118260.14_4,Gene Expression,GRCh37_liftover_v28,False,chr2,207529737.0,207605988.0,True,False,0.31780731582816213,1.0668902836878649,-0.33438063
SYS1,ENSG00000204070.9_4,Gene Expression,GRCh37_liftover_v28,False,chr20,45361937.0,45376798.0,True,False,0.31780623561071036,1.0242923265282566,-0.46809584
TMEM156,ENSG00000121895.7_4,Gene Expression,GRCh37_liftover_v28,False,chr4,38966744.0,39032922.0,False,False,0.31774984606524886,1.2502400269579739,0.24115518
ABHD12,ENSG00000100997.18_3,Gene Expression,GRCh37_liftover_v28,False,chr20,25294742.0,25390835.0,True,False,0.3176448385220246,0.9212537410754689,-0.7915345
MCM5,ENSG00000100297.15_3,Gene Expression,GRCh37_liftover_v28,False,chr22,35400134.0,35425431.0,True,False,0.3175142484612708,1.2598579952086841,0.27134603
MKNK2,ENSG00000099875.14_4,Gene Expression,GRCh37_liftover_v28,False,chr19,2037465.0,2051244.0,True,False,0.3174999667053822,1.0549148359904306,-0.37197164
ARIH2,ENSG00000177479.19_2,Gene Expression,GRCh37_liftover_v28,False,chr3,48918821.0,48986382.0,True,False,0.3174762551586933,1.0570648386632158,-0.36522275
ATP6V0E2,ENSG00000171130.17_3,Gene Expression,GRCh37_liftover_v28,False,chr7,149872968.0,149891204.0,True,False,0.3174342533727692,1.2675481337935164,0.29548544
BRMS1,ENSG00000174744.13_3,Gene Expression,GRCh37_liftover_v28,False,chr11,66337333.0,66345125.0,True,False,0.3173783646463602,1.0218819875452279,-0.4756619
HIPK1,ENSG00000163349.21_3,Gene Expression,GRCh37_liftover_v28,False,chr1,113929324.0,113977869.0,True,False,0.31707999078583604,1.111912448212958,-0.19305582
RASGEF1B,ENSG00000138670.17_4,Gene Expression,GRCh37_liftover_v28,False,chr4,81426393.0,82044244.0,True,False,0.31701464394008316,1.2166202356623197,0.13562249
TIMMDC1,ENSG00000113845.9_2,Gene Expression,GRCh37_liftover_v28,False,chr3,119498547.0,119525090.0,True,False,0.3169873437395496,0.9880790592328441,-0.58176947
MPP1,ENSG00000130830.14_4,Gene Expression,GRCh37_liftover_v28,False,chrX,154778684.0,154821007.0,False,False,0.31679915632512606,1.0498988948244408,-0.38771668
FIP1L1,ENSG00000145216.15_4,Gene Expression,GRCh37_liftover_v28,False,chr4,53377641.0,53460862.0,True,False,0.31650286712353615,1.0880569104228346,-0.26793846
CRTAP,ENSG00000170275.14_3,Gene Expression,GRCh37_liftover_v28,False,chr3,33114014.0,33147773.0,True,False,0.3161648671391796,0.9115284359306547,-0.8220623
NSFL1C,ENSG00000088833.17_4,Gene Expression,GRCh37_liftover_v28,False,chr20,1442162.0,1473842.0,True,False,0.3158751247878712,0.966535838242343,-0.6493938
PHTF2,ENSG00000006576.16_2,Gene Expression,GRCh37_liftover_v28,False,chr7,77798773.0,77957503.0,True,False,0.31575771260997715,1.2566893572494857,0.26139966
MALT1,ENSG00000172175.12_3,Gene Expression,GRCh37_liftover_v28,False,chr18,58671465.0,58754477.0,True,False,0.3157300414457708,1.228499720164406,0.17291224
CEBPZOS,ENSG00000218739.9_3,Gene Expression,GRCh37_liftover_v28,False,chr2,37196488.0,37216193.0,True,False,0.3157084695805876,1.1677614813321542,-0.01774541
PELI1,ENSG00000197329.11_2,Gene Expression,GRCh37_liftover_v28,False,chr2,64092652.0,64144420.0,True,False,0.31557192217976926,1.2524150230080842,0.2479825
RALGDS,ENSG00000160271.15_4,Gene Expression,GRCh37_liftover_v28,False,chr9,133097720.0,133149334.0,True,False,0.3155526926780161,1.1269862995268334,-0.14573891
FLI1,ENSG00000151702.16_3,Gene Expression,GRCh37_liftover_v28,False,chr11,128686535.0,128813267.0,True,False,0.31511284799298894,1.0640846161434956,-0.34318763
CNOT4,ENSG00000080802.18_3,Gene Expression,GRCh37_liftover_v28,False,chr7,135361795.0,135510127.0,True,False,0.3150816076388023,1.0957014399673342,-0.24394226
HACD4,ENSG00000188921.13_2,Gene Expression,GRCh37_liftover_v28,False,chr9,20999509.0,21031640.0,True,False,0.3149094459777922,1.0726117237481254,-0.316421
UBE2Z,ENSG00000159202.17_2,Gene Expression,GRCh37_liftover_v28,False,chr17,48908407.0,48929056.0,True,False,0.3146826228900514,1.021888207585554,-0.47564238
NUP210,ENSG00000132182.11_2,Gene Expression,GRCh37_liftover_v28,False,chr3,13316235.0,13420322.0,True,False,0.314568370817603,1.1227692691381144,-0.1589762
PLEKHF1,ENSG00000166289.5_2,Gene Expression,GRCh37_liftover_v28,False,chr19,29665459.0,29675477.0,False,True,0.3144215386975646,1.4882904565702217,0.98839676
S100B,ENSG00000160307.9_2,Gene Expression,GRCh37_liftover_v28,False,chr21,46598604.0,46605208.0,True,True,0.31428057615359506,2.4143986748053683,3.8954554
DNAJC10,ENSG00000077232.17_3,Gene Expression,GRCh37_liftover_v28,False,chr2,182716255.0,182794464.0,True,False,0.3141634325989673,0.9745142263055969,-0.6243496
MRPL16,ENSG00000166902.4_3,Gene Expression,GRCh37_liftover_v28,False,chr11,59806140.0,59810778.0,True,False,0.3141342333146502,0.9954177092938467,-0.5587334
POLR3K,ENSG00000161980.5_2,Gene Expression,GRCh37_liftover_v28,False,chr16,46407.0,53608.0,True,False,0.3139853666049544,1.0733017437923291,-0.31425503
TSEN15,ENSG00000198860.12_3,Gene Expression,GRCh37_liftover_v28,False,chr1,184051651.0,184123978.0,True,False,0.3139707814480525,1.060287073437343,-0.35510814
ARL14EP,ENSG00000152219.4_2,Gene Expression,GRCh37_liftover_v28,False,chr11,30323104.0,30338223.0,True,False,0.31376474093491863,1.0422619046351769,-0.41168925
ECI1,ENSG00000167969.12_3,Gene Expression,GRCh37_liftover_v28,False,chr16,2239402.0,2252300.0,True,False,0.31361747494745496,0.9666215672865375,-0.6491247
SAFB,ENSG00000160633.12_2,Gene Expression,GRCh37_liftover_v28,False,chr19,5623035.0,5668478.0,True,False,0.3135895512574066,1.0590515175330188,-0.35898656
TPGS2,ENSG00000134779.14_3,Gene Expression,GRCh37_liftover_v28,False,chr18,36777647.0,36829216.0,True,False,0.3135256636393728,1.0472306668807438,-0.39609227
TSNAX,ENSG00000116918.13_4,Gene Expression,GRCh37_liftover_v28,False,chr1,231528541.0,231566524.0,True,False,0.31352419129368275,0.9939871343404226,-0.563224
RUNX1,ENSG00000159216.18_4,Gene Expression,GRCh37_liftover_v28,False,chr21,34787801.0,36004667.0,True,False,0.3135065915508729,1.2005620272602748,0.08521568
BCKDK,ENSG00000103507.13_4,Gene Expression,GRCh37_liftover_v28,False,chr16,31106107.0,31112791.0,True,False,0.31346362777806813,0.8760147554600417,-0.9335399
TAP2,ENSG00000204267.13_4,Gene Expression,GRCh37_liftover_v28,False,chr6,32821833.0,32838739.0,True,False,0.3133117209481318,1.011089168160023,-0.5095406
BFAR,ENSG00000103429.10_2,Gene Expression,GRCh37_liftover_v28,False,chr16,14632931.0,14669236.0,True,False,0.31323248411982374,1.0528142502835278,-0.37856537
ARHGEF3,ENSG00000163947.11_4,Gene Expression,GRCh37_liftover_v28,False,chr3,56727418.0,57079329.0,True,True,0.31302107894102593,1.333519549487046,0.50257003
STX12,ENSG00000117758.13_3,Gene Expression,GRCh37_liftover_v28,False,chr1,27773219.0,27824443.0,True,False,0.3130127978639391,0.9153988862903456,-0.8099129
DCTPP1,ENSG00000179958.8_2,Gene Expression,GRCh37_liftover_v28,False,chr16,30423615.0,30430030.0,True,False,0.31294793391563225,1.0537733534318046,-0.37555474
NDUFA7,ENSG00000267855.5_3,Gene Expression,GRCh37_liftover_v28,False,chr19,8308768.0,8321375.0,True,False,0.31294671989449124,1.1136302835558203,-0.18766353
LMF2,ENSG00000100258.17_4,Gene Expression,GRCh37_liftover_v28,False,chr22,50502949.0,50507702.0,True,False,0.31292462059473086,1.0239510622750883,-0.46916708
FCGR2B,ENSG00000072694.20_3,Gene Expression,GRCh37_liftover_v28,False,chr1,161663143.0,161678654.0,True,True,0.3128658600049255,1.4004220660507616,0.7125774
GCA,ENSG00000115271.10_4,Gene Expression,GRCh37_liftover_v28,False,chr2,162318840.0,162371595.0,True,False,0.3128214957015421,0.9990254645519743,-0.54740864
CDC42EP3,ENSG00000163171.7_2,Gene Expression,GRCh37_liftover_v28,False,chr2,37641882.0,37738468.0,True,True,0.3126655393900041,1.3580990307212146,0.57972515
NAPRT,ENSG00000147813.15_2,Gene Expression,GRCh37_liftover_v28,False,chr8,143574785.0,143578649.0,True,False,0.3126533762055343,1.0266818592781009,-0.4605951
SBNO1,ENSG00000139697.13_1,Gene Expression,GRCh37_liftover_v28,False,chr12,123289109.0,123364847.0,True,False,0.31244828617348835,1.0935197668866206,-0.25079054
TAF11,ENSG00000064995.16_2,Gene Expression,GRCh37_liftover_v28,False,chr6,34877462.0,34889192.0,True,False,0.31214351022839715,1.113567196068418,-0.18786156
CUL3,ENSG00000036257.12_3,Gene Expression,GRCh37_liftover_v28,False,chr2,224470150.0,224585397.0,True,False,0.31185540038600323,1.0312234308958586,-0.44633907
DDIT3,ENSG00000175197.12_4,Gene Expression,GRCh37_liftover_v28,False,chr12,57516588.0,57521737.0,True,False,0.3118174179416346,1.2685206612970257,0.29853818
KATNBL1,ENSG00000134152.10_3,Gene Expression,GRCh37_liftover_v28,False,chr15,34140674.0,34210096.0,True,False,0.31180887770474947,0.9952431209383662,-0.55928147
ASXL2,ENSG00000143970.16_3,Gene Expression,GRCh37_liftover_v28,False,chr2,25733753.0,25878487.0,True,False,0.3116675931844196,1.1696901410700282,-0.011691336
SLC30A7,ENSG00000162695.11_3,Gene Expression,GRCh37_liftover_v28,False,chr1,100896076.0,100981757.0,True,False,0.3115261539432809,1.03896980316357,-0.42202318
TSEN54,ENSG00000182173.12_2,Gene Expression,GRCh37_liftover_v28,False,chr17,75515944.0,75524735.0,True,False,0.3113567812674727,1.3197046344080623,0.45920494
MRPL24,ENSG00000143314.12_3,Gene Expression,GRCh37_liftover_v28,False,chr1,156737303.0,156741590.0,True,False,0.31135661656665564,0.991764999356651,-0.5701993
STAT2,ENSG00000170581.13_3,Gene Expression,GRCh37_liftover_v28,False,chr12,56341597.0,56360167.0,True,False,0.3111647522836859,1.0163011101660542,-0.4931803
CENPM,ENSG00000100162.14_2,Gene Expression,GRCh37_liftover_v28,False,chr22,41938737.0,41947152.0,True,True,0.311025682175734,1.3981868596446505,0.7055611
TAB2,ENSG00000055208.18_3,Gene Expression,GRCh37_liftover_v28,False,chr6,149218641.0,149411613.0,True,False,0.3110206582221798,1.065589598295554,-0.3384635
MOB3A,ENSG00000172081.13_3,Gene Expression,GRCh37_liftover_v28,False,chr19,2071036.0,2096673.0,True,False,0.3109160281672679,1.0938394716495934,-0.24978699
ADAP2,ENSG00000184060.10_4,Gene Expression,GRCh37_liftover_v28,False,chr17,30906344.0,30959322.0,True,False,0.310863278631761,1.1924371908772837,0.059711773
EHD1,ENSG00000110047.17_2,Gene Expression,GRCh37_liftover_v28,False,chr11,64851642.0,64888296.0,True,False,0.3107191076002796,1.194126046491109,0.0650131
ABHD5,ENSG00000011198.8_3,Gene Expression,GRCh37_liftover_v28,False,chr3,43690108.0,43734371.0,True,False,0.31057377971143857,1.331192762390157,0.49526626
UBE2C,ENSG00000175063.16_2,Gene Expression,GRCh37_liftover_v28,False,chr20,45812576.0,45816957.0,True,True,0.31046890607607514,2.3413412864544454,3.666128
COQ4,ENSG00000167113.10_3,Gene Expression,GRCh37_liftover_v28,False,chr9,128322544.0,128334072.0,True,False,0.310373238695625,1.020436950262203,-0.4801979
SVBP,ENSG00000177868.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,42807052.0,42817397.0,True,False,0.31033421898294217,1.0163501916532391,-0.49302626
ALDH2,ENSG00000111275.12_3,Gene Expression,GRCh37_liftover_v28,False,chr12,111766887.0,111817532.0,True,False,0.3102817731721502,1.26285008982064,0.28073823
TOR1AIP2,ENSG00000169905.12_3,Gene Expression,GRCh37_liftover_v28,False,chr1,179839967.0,179877803.0,True,False,0.31020927936752035,1.0368635168270097,-0.42863482
AGPAT2,ENSG00000169692.12_2,Gene Expression,GRCh37_liftover_v28,False,chr9,136673143.0,136687457.0,True,False,0.31020724140261113,0.9737588872956009,-0.6267206
BEX4,ENSG00000102409.9_2,Gene Expression,GRCh37_liftover_v28,False,chrX,103215108.0,103217246.0,False,False,0.31004527015618494,0.9943696518808605,-0.5620233
STX5,ENSG00000162236.11_3,Gene Expression,GRCh37_liftover_v28,False,chr11,62806860.0,62832051.0,True,False,0.309918876182565,1.0285557689592377,-0.45471287
ARAP2,ENSG00000047365.11_3,Gene Expression,GRCh37_liftover_v28,False,chr4,35948221.0,36244514.0,True,True,0.30991765778949715,1.3538384059737896,0.56635106
N4BP1,ENSG00000102921.7_3,Gene Expression,GRCh37_liftover_v28,False,chr16,48538726.0,48620148.0,True,False,0.3098619769831453,1.0826365590910305,-0.284953
DCTD,ENSG00000129187.14_4,Gene Expression,GRCh37_liftover_v28,False,chr4,182890060.0,182917936.0,True,False,0.309859634991147,1.026790299366216,-0.4602547
PTPRJ,ENSG00000149177.12_2,Gene Expression,GRCh37_liftover_v28,False,chr11,47980559.0,48170839.0,True,False,0.30982049412812274,1.0649159460307611,-0.34057808
TMA16,ENSG00000198498.9_3,Gene Expression,GRCh37_liftover_v28,False,chr4,163494442.0,163520539.0,True,False,0.30966326859961013,1.0781200272151716,-0.2991304
EHBP1L1,ENSG00000173442.12_2,Gene Expression,GRCh37_liftover_v28,False,chr11,65576046.0,65592650.0,True,False,0.30953075164672517,0.9550437713282945,-0.6854674
P2RY10,ENSG00000078589.12_2,Gene Expression,GRCh37_liftover_v28,False,chrX,78945332.0,78963727.0,False,False,0.3094926488104977,1.3205150966229313,0.461749
RAF1,ENSG00000132155.11_3,Gene Expression,GRCh37_liftover_v28,False,chr3,12582101.0,12664201.0,True,False,0.30942254264085345,1.053136464152524,-0.37755394
ARL4A,ENSG00000122644.12_4,Gene Expression,GRCh37_liftover_v28,False,chr7,12686856.0,12690958.0,True,False,0.30936948113482166,1.1986567045968883,0.07923486
PRCC,ENSG00000143294.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,156750610.0,156800815.0,True,False,0.30932358929190845,1.0502889502170965,-0.3864923
U2AF1L4,ENSG00000161265.14_4,Gene Expression,GRCh37_liftover_v28,False,chr19,35742464.0,35745445.0,True,False,0.3091340495908485,1.178508386821322,0.015989184
SNAP29,ENSG00000099940.11_3,Gene Expression,GRCh37_liftover_v28,False,chr22,20859007.0,20891214.0,True,False,0.3090720928536749,0.9272634024576993,-0.77267015
TSN,ENSG00000211460.11_3,Gene Expression,GRCh37_liftover_v28,False,chr2,121737103.0,121767853.0,True,False,0.30901321802478776,1.0209401980073258,-0.4786182
BMP2K,ENSG00000138756.17_4,Gene Expression,GRCh37_liftover_v28,False,chr4,78776342.0,78916365.0,True,False,0.3087134853278608,1.1956168091718777,0.06969261
MFNG,ENSG00000100060.17_2,Gene Expression,GRCh37_liftover_v28,False,chr22,37469063.0,37486393.0,True,False,0.30812409647467115,1.1214804912116305,-0.16302168
EPM2AIP1,ENSG00000178567.7_2,Gene Expression,GRCh37_liftover_v28,False,chr3,36985043.0,36993131.0,True,False,0.3079504000261669,1.1628616557463043,-0.03312599
PARVB,ENSG00000188677.14_4,Gene Expression,GRCh37_liftover_v28,False,chr22,43999211.0,44172939.0,True,False,0.307853281284528,0.8999224869766769,-0.85849345
PTPMT1,ENSG00000110536.13_3,Gene Expression,GRCh37_liftover_v28,False,chr11,47565430.0,47573461.0,True,False,0.3078346211422176,0.9057120919875957,-0.8403198
FAM111A,ENSG00000166801.15_2,Gene Expression,GRCh37_liftover_v28,False,chr11,59142748.0,59155039.0,True,False,0.30771509947486575,1.1522774285204482,-0.06634993
SFT2D2,ENSG00000213064.9_2,Gene Expression,GRCh37_liftover_v28,False,chr1,168225938.0,168253021.0,True,False,0.30765168102329155,0.999141925775099,-0.5470431
ATG101,ENSG00000123395.14_2,Gene Expression,GRCh37_liftover_v28,False,chr12,52069246.0,52077495.0,True,False,0.30756897246583065,1.0057741059032879,-0.5262246
COX11,ENSG00000166260.11_5,Gene Expression,GRCh37_liftover_v28,False,chr17,54951902.0,54968703.0,True,False,0.3074911468921789,1.0717860872856806,-0.31901267
LAIR2,ENSG00000167618.9_3,Gene Expression,GRCh37_liftover_v28,False,chr19,54497879.0,54510687.0,True,True,0.3073974868419155,2.232709271330398,3.3251314
ST6GALNAC4,ENSG00000136840.18_3,Gene Expression,GRCh37_liftover_v28,False,chr9,127907886.0,127917041.0,True,False,0.3071476674887318,1.101302840356811,-0.22635944
TLE3,ENSG00000140332.15_3,Gene Expression,GRCh37_liftover_v28,False,chr15,70047790.0,70098176.0,True,False,0.30711095540349675,1.0827072749553264,-0.284731
CTNNBL1,ENSG00000132792.18_3,Gene Expression,GRCh37_liftover_v28,False,chr20,37693955.0,37872129.0,True,False,0.3069830630780507,1.0093420577170917,-0.51502484
HOOK3,ENSG00000168172.8_3,Gene Expression,GRCh37_liftover_v28,False,chr8,42896946.0,43030535.0,True,False,0.30678183651551644,0.9814949362467061,-0.0103271
PRPS1,ENSG00000147224.11_3,Gene Expression,GRCh37_liftover_v28,False,chrX,107628428.0,107651993.0,False,False,0.30676598647666814,1.0847509859472213,0.2570915
ARRDC1,ENSG00000197070.13_3,Gene Expression,GRCh37_liftover_v28,False,chr9,137605685.0,137615360.0,True,False,0.30675622078989967,1.1046175824663103,0.30854318
C6orf89,ENSG00000198663.16_4,Gene Expression,GRCh37_liftover_v28,False,chr6,36871870.0,36928964.0,True,False,0.306628523521405,0.9697070912485696,-0.040855955
NRBF2,ENSG00000148572.15_3,Gene Expression,GRCh37_liftover_v28,False,chr10,63133247.0,63155031.0,True,False,0.30658866606528545,1.00359117611857,0.046899047
REEP3,ENSG00000165476.13_2,Gene Expression,GRCh37_liftover_v28,False,chr10,63521401.0,63625128.0,True,False,0.30655439233449366,0.9575312561904427,-0.072389655
MYL6B,ENSG00000196465.10_3,Gene Expression,GRCh37_liftover_v28,False,chr12,56152256.0,56159647.0,True,False,0.30654130531351415,1.0107176799441824,0.06535569
KLHL24,ENSG00000114796.15_2,Gene Expression,GRCh37_liftover_v28,False,chr3,183635610.0,183684519.0,True,False,0.30644291429154036,1.1050906065271027,0.30976826
TATDN1,ENSG00000147687.18_3,Gene Expression,GRCh37_liftover_v28,False,chr8,124488485.0,124539458.0,True,False,0.30628083767669134,1.0669388692713233,0.21096064
MARCO,ENSG00000019169.10_3,Gene Expression,GRCh37_liftover_v28,False,chr2,118942194.0,118994660.0,True,True,0.30606406899976984,2.7593801807614917,4.594145
RIOK3,ENSG00000101782.14_3,Gene Expression,GRCh37_liftover_v28,False,chr18,23453287.0,23486603.0,True,False,0.30605954089549187,0.9967414444956776,0.029159207
MRFAP1L1,ENSG00000178988.10_2,Gene Expression,GRCh37_liftover_v28,False,chr4,6707701.0,6709865.0,True,False,0.30600157707891673,1.1025267338514502,0.30312818
ENOPH1,ENSG00000145293.15_3,Gene Expression,GRCh37_liftover_v28,False,chr4,82430590.0,82461177.0,True,False,0.30598312996279753,1.0384636761387949,0.1372139
ADD3,ENSG00000148700.14_3,Gene Expression,GRCh37_liftover_v28,False,chr10,109996368.0,110135565.0,True,True,0.30590205196144815,1.1987761017635599,0.55240047
ANKH,ENSG00000154122.13_4,Gene Expression,GRCh37_liftover_v28,False,chr5,14704800.0,14871778.0,True,True,0.30575453684120735,1.188249004662868,0.52513677
TSSC4,ENSG00000184281.14_5,Gene Expression,GRCh37_liftover_v28,False,chr11,2400488.0,2403878.0,True,False,0.3057252601555836,1.0504396635153612,0.16823003
OXLD1,ENSG00000204237.4_4,Gene Expression,GRCh37_liftover_v28,False,chr17,81665036.0,81666635.0,True,False,0.30563716756592146,1.0881015957552265,0.26576912
POP4,ENSG00000105171.9_2,Gene Expression,GRCh37_liftover_v28,False,chr19,29606283.0,29617237.0,True,False,0.3052214882917279,1.0006041285109177,0.039163012
COMTD1,ENSG00000165644.10_3,Gene Expression,GRCh37_liftover_v28,False,chr10,75233641.0,75236030.0,True,False,0.30521876766776973,1.0535233856594513,0.17621642
GPS1,ENSG00000169727.12_3,Gene Expression,GRCh37_liftover_v28,False,chr17,82050691.0,82057470.0,True,False,0.3048522810483479,0.9954595697564784,0.02583933
NFKB2,ENSG00000077150.18_3,Gene Expression,GRCh37_liftover_v28,False,chr10,102394110.0,102402524.0,True,False,0.30482665512223206,1.15840039159447,0.4478331
VEGFB,ENSG00000173511.9_3,Gene Expression,GRCh37_liftover_v28,False,chr11,64234584.0,64239264.0,True,False,0.3047373746634404,0.902201835528302,-0.21568505
FBXL5,ENSG00000118564.14_4,Gene Expression,GRCh37_liftover_v28,False,chr4,15604381.0,15681679.0,True,False,0.30471697091241456,1.0056276870529632,0.05217332
PRKAR2A,ENSG00000114302.15_3,Gene Expression,GRCh37_liftover_v28,False,chr3,48744597.0,48847874.0,True,False,0.30458867833940917,1.0344815312885858,0.1269007
MYLIP,ENSG00000007944.14_2,Gene Expression,GRCh37_liftover_v28,False,chr6,16129086.0,16148248.0,True,True,0.30448796570410586,1.3319121968782237,0.89720416
LHFPL2,ENSG00000145685.13_3,Gene Expression,GRCh37_liftover_v28,False,chr5,78485215.0,78770021.0,True,True,0.304454463779107,1.3113820593399965,0.844034
GPR82,ENSG00000171657.5_2,Gene Expression,GRCh37_liftover_v28,False,chrX,41724181.0,41730130.0,False,True,0.304335366517294,1.3535540406747912,0.9532535
HERC4,ENSG00000148634.15_3,Gene Expression,GRCh37_liftover_v28,False,chr10,67921899.0,68075301.0,True,False,0.3041114137384397,1.1186544616810494,0.34489673
MAP3K8,ENSG00000107968.9_2,Gene Expression,GRCh37_liftover_v28,False,chr10,30434021.0,30461833.0,True,False,0.30411023511537566,1.1547331684850886,0.43833548
NFAT5,ENSG00000102908.20_4,Gene Expression,GRCh37_liftover_v28,False,chr16,69565094.0,69704666.0,True,True,0.30408177420213994,1.2063766124689155,0.5720847
PHC3,ENSG00000173889.15_3,Gene Expression,GRCh37_liftover_v28,False,chr3,170086732.0,170181749.0,True,False,0.30391032011506386,1.1469824042508123,0.4182621
NUS1,ENSG00000153989.7_2,Gene Expression,GRCh37_liftover_v28,False,chr6,117675469.0,117710727.0,True,False,0.30389963169715195,0.9540727465102221,-0.081346706
SHOC2,ENSG00000108061.11_3,Gene Expression,GRCh37_liftover_v28,False,chr10,110919367.0,111017307.0,True,False,0.30385684130713986,1.0516166083722565,0.17127815
UCHL3,ENSG00000118939.17_3,Gene Expression,GRCh37_liftover_v28,False,chr13,75549480.0,75606020.0,True,False,0.3038521159191849,0.9082895097202222,-0.19991884
CWF19L2,ENSG00000152404.15_3,Gene Expression,GRCh37_liftover_v28,False,chr11,107326360.0,107457825.0,True,True,0.30376954224410546,1.1835165643727696,0.51288044
ARMCX6,ENSG00000198960.10_3,Gene Expression,GRCh37_liftover_v28,False,chrX,101615118.0,101618001.0,False,False,0.30375322590129694,1.044966130728058,0.15405434
DNAJC9,ENSG00000213551.4_3,Gene Expression,GRCh37_liftover_v28,False,chr10,73183362.0,73247255.0,True,True,0.303715625617942,1.2007905833359018,0.5576177
CDS2,ENSG00000101290.13_3,Gene Expression,GRCh37_liftover_v28,False,chr20,5126879.0,5197887.0,True,False,0.3035217131372362,0.996367403418316,0.028190492
NCOA7,ENSG00000111912.19_5,Gene Expression,GRCh37_liftover_v28,False,chr6,125781161.0,125932034.0,True,True,0.30334907098537567,1.2244874489688213,0.6189892
COPRS,ENSG00000172301.10_3,Gene Expression,GRCh37_liftover_v28,False,chr17,31851871.0,31859291.0,True,False,0.3033346848924545,0.9218946634900449,-0.1646834
MCM3,ENSG00000112118.18_3,Gene Expression,GRCh37_liftover_v28,False,chr6,52264014.0,52284881.0,True,True,0.30330117502286735,1.2813920303965745,0.7663641
ZCCHC17,ENSG00000121766.15_4,Gene Expression,GRCh37_liftover_v28,False,chr1,31296982.0,31364953.0,True,False,0.3032371610677327,1.0597087322289584,0.1922356
HMCES,ENSG00000183624.13_2,Gene Expression,GRCh37_liftover_v28,False,chr3,129278828.0,129306186.0,True,False,0.3032224209059199,1.1098452943655646,0.32208222
SYNE1,ENSG00000131018.22_1,Gene Expression,GRCh37_liftover_v28,False,chr6,152121687.0,152637801.0,True,False,0.30317983036926205,1.1683103904231764,0.47349858
KPNA6,ENSG00000025800.13_3,Gene Expression,GRCh37_liftover_v28,False,chr1,32108056.0,32176563.0,True,False,0.3031750339938528,1.062960083103501,0.20065615
ATF6,ENSG00000118217.5_3,Gene Expression,GRCh37_liftover_v28,False,chr1,161766298.0,161977574.0,True,False,0.30306109123380426,0.9550521315221295,-0.07881024
ABHD2,ENSG00000140526.17_3,Gene Expression,GRCh37_liftover_v28,False,chr15,89087459.0,89202355.0,True,False,0.3029903263570889,0.9758089427491078,-0.02505302
NAAA,ENSG00000138744.14_5,Gene Expression,GRCh37_liftover_v28,False,chr4,75913660.0,75941013.0,True,False,0.3027898843330191,1.0139908858303865,0.073832825
RASSF1,ENSG00000068028.17_3,Gene Expression,GRCh37_liftover_v28,False,chr3,50329782.0,50340980.0,True,False,0.3027378438119821,1.1524463785847834,0.432413
AKAP17A,ENSG00000197976.11_2,Gene Expression,GRCh37_liftover_v28,False,chrX,1591604.0,1602520.0,False,False,0.30273289479728954,1.0579363798638208,0.18764547
RDH11,ENSG00000072042.12_3,Gene Expression,GRCh37_liftover_v28,False,chr14,67676800.0,67695793.0,True,False,0.3026331618197464,0.997013557336581,0.02986394
GNB4,ENSG00000114450.9_3,Gene Expression,GRCh37_liftover_v28,False,chr3,179396088.0,179451476.0,True,False,0.3025418879568059,1.1622678610923574,0.4578493
COPS4,ENSG00000138663.8_2,Gene Expression,GRCh37_liftover_v28,False,chr4,83034447.0,83075818.0,True,False,0.302479560699884,1.0281497895026137,0.11050239
SIRT2,ENSG00000068903.19_3,Gene Expression,GRCh37_liftover_v28,False,chr19,38878555.0,38899862.0,True,False,0.3024322479858985,1.0549328794571107,0.17986682
PWP1,ENSG00000136045.11_2,Gene Expression,GRCh37_liftover_v28,False,chr12,107685799.0,107713162.0,True,False,0.3024065237234837,0.997405074298343,0.030877914
TBCD,ENSG00000141556.20_4,Gene Expression,GRCh37_liftover_v28,False,chr17,82752042.0,82945914.0,True,True,0.302200861278551,1.3863508811746221,1.0381927
RNF139,ENSG00000170881.4_3,Gene Expression,GRCh37_liftover_v28,False,chr8,124474880.0,124488618.0,True,False,0.30216580763575007,1.151303332025599,0.4294527
